# solver	iter	edge-exp-congestion
		(s3,s2) : 0.144657337292
		(s3,s4) : 0.0890593729153
		(s3,s8) : 0.0555979643766
		(s4,s3) : 0.0890593729153
		(s4,s9) : 0.0890593729153
		(s5,s6) : 0.202003378409
		(s5,s10) : 0.203724842337
		(s6,s1) : 0.144657337292
		(s6,s5) : 0.203724842337
		(s6,s7) : 0.289173082238
		(s6,s11) : 0.336864355124
		(s7,s6) : 0.289615210245
		(s7,s8) : 0.294971333843
		(s7,s12) : 0.234294829135
		(s8,s3) : 0.0555979643766
		(s8,s7) : 0.294971333843
		(s8,s9) : 0.292419636276
		(s8,s13) : 0.152672062935
		(s9,s4) : 0.0890593729153
		(s9,s8) : 0.290907221019
		(s9,s14) : 0.381479009191
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.202003378409
		(s10,s11) : 0.45936763865
		(s10,s15) : 0.538628982942
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.338143691045
		(s11,s10) : 0.45736104612
		(s11,s12) : 0.753092332741
		(s11,s16) : 0.191436529786
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.234736957143
		(s12,s11) : 0.752152900297
		(s12,s13) : 0.756284449222
		(s12,s17) : 0.28413726795
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.154184478191
		(s13,s12) : 0.756284449222
		(s13,s14) : 0.461441415443
		(s13,s18) : 0.366978290738
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.379966593935
		(s14,s13) : 0.463952162731
		(s14,s19) : 0.356081243334
		(s15,s10) : 0.538914111543
		(s15,s16) : 0.343914760374
		(s15,s20) : 0.194714222568
		(s16,s11) : 0.191648705621
		(s16,s15) : 0.344199888975
		(s16,s17) : 0.418363025161
		(s17,s12) : 0.283639963514
		(s17,s16) : 0.418860329598
		(s17,s18) : 0.409372657075
		(s18,s13) : 0.365979958706
		(s18,s17) : 0.409372657075
		(s18,s19) : 0.249103704052
		(s18,s23) : 0.0867383512545
		(s19,s14) : 0.357079575366
		(s19,s18) : 0.24810537202
		(s19,s24) : 0.107975871314
		(s20,s15) : 0.194714222568
		(s20,s21) : 0.194714222568
		(s21,s20) : 0.194714222568
		(s21,s22) : 0.194714222568
		(s22,s21) : 0.194714222568
		(s22,s23) : 0.194714222568
		(s23,s18) : 0.0867383512545
		(s23,s22) : 0.194714222568
		(s23,s24) : 0.107975871314
		(s24,s19) : 0.107975871314
		(s24,s23) : 0.107975871314
raeke	4	
		(s1,s2) : 0.144657337292
		(s1,s6) : 0.144657337292
		(s2,s1) : 0.144657337292
		(s2,s3) : 0.144657337292
		(s3,s2) : 0.144657337292
		(s3,s4) : 0.0890593729153
		(s3,s8) : 0.0555979643766
		(s4,s3) : 0.0890593729153
		(s4,s9) : 0.0890593729153
		(s5,s6) : 0.202003378409
		(s5,s10) : 0.203724842337
		(s6,s1) : 0.144657337292
		(s6,s5) : 0.203724842337
		(s6,s7) : 0.289173082238
		(s6,s11) : 0.336864355124
		(s7,s6) : 0.289615210245
		(s7,s8) : 0.294971333843
		(s7,s12) : 0.234294829135
		(s8,s3) : 0.0555979643766
		(s8,s7) : 0.294971333843
		(s8,s9) : 0.292419636276
		(s8,s13) : 0.152672062935
		(s9,s4) : 0.0890593729153
		(s9,s8) : 0.290907221019
		(s9,s14) : 0.381479009191
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.202003378409
		(s10,s11) : 0.45936763865
		(s10,s15) : 0.538628982942
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.338143691045
		(s11,s10) : 0.45736104612
		(s11,s12) : 0.753092332741
		(s11,s16) : 0.191436529786
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.234736957143
		(s12,s11) : 0.752152900297
		(s12,s13) : 0.756284449222
		(s12,s17) : 0.28413726795
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.154184478191
		(s13,s12) : 0.756284449222
		(s13,s14) : 0.461441415443
		(s13,s18) : 0.366978290738
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.379966593935
		(s14,s13) : 0.463952162731
		(s14,s19) : 0.356081243334
		(s15,s10) : 0.538914111543
		(s15,s16) : 0.343914760374
		(s15,s20) : 0.194714222568
		(s16,s11) : 0.191648705621
		(s16,s15) : 0.344199888975
		(s16,s17) : 0.418363025161
		(s17,s12) : 0.283639963514
		(s17,s16) : 0.418860329598
		(s17,s18) : 0.409372657075
		(s18,s13) : 0.365979958706
		(s18,s17) : 0.409372657075
		(s18,s19) : 0.249103704052
		(s18,s23) : 0.0867383512545
		(s19,s14) : 0.357079575366
		(s19,s18) : 0.24810537202
		(s19,s24) : 0.107975871314
		(s20,s15) : 0.194714222568
		(s20,s21) : 0.194714222568
		(s21,s20) : 0.194714222568
		(s21,s22) : 0.194714222568
		(s22,s21) : 0.194714222568
		(s22,s23) : 0.194714222568
		(s23,s18) : 0.0867383512545
		(s23,s22) : 0.194714222568
		(s23,s24) : 0.107975871314
		(s24,s19) : 0.107975871314
		(s24,s23) : 0.107975871314
raeke	5	
		(s1,s2) : 0.144657337292
		(s1,s6) : 0.144657337292
		(s2,s1) : 0.144657337292
		(s2,s3) : 0.144657337292
		(s3,s2) : 0.144657337292
		(s3,s4) : 0.0890593729153
		(s3,s8) : 0.0555979643766
		(s4,s3) : 0.0890593729153
		(s4,s9) : 0.0890593729153
		(s5,s6) : 0.202003378409
		(s5,s10) : 0.203724842337
		(s6,s1) : 0.144657337292
		(s6,s5) : 0.203724842337
		(s6,s7) : 0.289173082238
		(s6,s11) : 0.336864355124
		(s7,s6) : 0.289615210245
		(s7,s8) : 0.294971333843
		(s7,s12) : 0.234294829135
		(s8,s3) : 0.0555979643766
		(s8,s7) : 0.294971333843
		(s8,s9) : 0.292419636276
		(s8,s13) : 0.152672062935
		(s9,s4) : 0.0890593729153
		(s9,s8) : 0.290907221019
		(s9,s14) : 0.381479009191
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.202003378409
		(s10,s11) : 0.45936763865
		(s10,s15) : 0.538628982942
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.338143691045
		(s11,s10) : 0.45736104612
		(s11,s12) : 0.753092332741
		(s11,s16) : 0.191436529786
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.234736957143
		(s12,s11) : 0.752152900297
		(s12,s13) : 0.756284449222
		(s12,s17) : 0.28413726795
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.154184478191
		(s13,s12) : 0.756284449222
		(s13,s14) : 0.461441415443
		(s13,s18) : 0.366978290738
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.379966593935
		(s14,s13) : 0.463952162731
		(s14,s19) : 0.356081243334
		(s15,s10) : 0.538914111543
		(s15,s16) : 0.343914760374
		(s15,s20) : 0.194714222568
		(s16,s11) : 0.191648705621
		(s16,s15) : 0.344199888975
		(s16,s17) : 0.418363025161
		(s17,s12) : 0.283639963514
		(s17,s16) : 0.418860329598
		(s17,s18) : 0.409372657075
		(s18,s13) : 0.365979958706
		(s18,s17) : 0.409372657075
		(s18,s19) : 0.249103704052
		(s18,s23) : 0.0867383512545
		(s19,s14) : 0.357079575366
		(s19,s18) : 0.24810537202
		(s19,s24) : 0.107975871314
		(s20,s15) : 0.194714222568
		(s20,s21) : 0.194714222568
		(s21,s20) : 0.194714222568
		(s21,s22) : 0.194714222568
		(s22,s21) : 0.194714222568
		(s22,s23) : 0.194714222568
		(s23,s18) : 0.0867383512545
		(s23,s22) : 0.194714222568
		(s23,s24) : 0.107975871314
		(s24,s19) : 0.107975871314
		(s24,s23) : 0.107975871314
raeke	6	
		(s1,s2) : 0.144657337292
		(s1,s6) : 0.144657337292
		(s2,s1) : 0.144657337292
		(s2,s3) : 0.144657337292
		(s3,s2) : 0.144657337292
		(s3,s4) : 0.0890593729153
		(s3,s8) : 0.0555979643766
		(s4,s3) : 0.0890593729153
		(s4,s9) : 0.0890593729153
		(s5,s6) : 0.202003378409
		(s5,s10) : 0.203724842337
		(s6,s1) : 0.144657337292
		(s6,s5) : 0.203724842337
		(s6,s7) : 0.289173082238
		(s6,s11) : 0.336864355124
		(s7,s6) : 0.289615210245
		(s7,s8) : 0.294971333843
		(s7,s12) : 0.234294829135
		(s8,s3) : 0.0555979643766
		(s8,s7) : 0.294971333843
		(s8,s9) : 0.292419636276
		(s8,s13) : 0.152672062935
		(s9,s4) : 0.0890593729153
		(s9,s8) : 0.290907221019
		(s9,s14) : 0.381479009191
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.202003378409
		(s10,s11) : 0.45936763865
		(s10,s15) : 0.538628982942
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.338143691045
		(s11,s10) : 0.45736104612
		(s11,s12) : 0.753092332741
		(s11,s16) : 0.191436529786
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.234736957143
		(s12,s11) : 0.752152900297
		(s12,s13) : 0.756284449222
		(s12,s17) : 0.28413726795
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.154184478191
		(s13,s12) : 0.756284449222
		(s13,s14) : 0.461441415443
		(s13,s18) : 0.366978290738
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.379966593935
		(s14,s13) : 0.463952162731
		(s14,s19) : 0.356081243334
		(s15,s10) : 0.538914111543
		(s15,s16) : 0.343914760374
		(s15,s20) : 0.194714222568
		(s16,s11) : 0.191648705621
		(s16,s15) : 0.344199888975
		(s16,s17) : 0.418363025161
		(s17,s12) : 0.283639963514
		(s17,s16) : 0.418860329598
		(s17,s18) : 0.409372657075
		(s18,s13) : 0.365979958706
		(s18,s17) : 0.409372657075
		(s18,s19) : 0.249103704052
		(s18,s23) : 0.0867383512545
		(s19,s14) : 0.357079575366
		(s19,s18) : 0.24810537202
		(s19,s24) : 0.107975871314
		(s20,s15) : 0.194714222568
		(s20,s21) : 0.194714222568
		(s21,s20) : 0.194714222568
		(s21,s22) : 0.194714222568
		(s22,s21) : 0.194714222568
		(s22,s23) : 0.194714222568
		(s23,s18) : 0.0867383512545
		(s23,s22) : 0.194714222568
		(s23,s24) : 0.107975871314
		(s24,s19) : 0.107975871314
		(s24,s23) : 0.107975871314
raeke	7	
		(s1,s2) : 0.144657337292
		(s1,s6) : 0.144657337292
		(s2,s1) : 0.144657337292
		(s2,s3) : 0.144657337292
		(s3,s2) : 0.144657337292
		(s3,s4) : 0.0890593729153
		(s3,s8) : 0.0555979643766
		(s4,s3) : 0.0890593729153
		(s4,s9) : 0.0890593729153
		(s5,s6) : 0.202003378409
		(s5,s10) : 0.203724842337
		(s6,s1) : 0.144657337292
		(s6,s5) : 0.203724842337
		(s6,s7) : 0.289173082238
		(s6,s11) : 0.336864355124
		(s7,s6) : 0.289615210245
		(s7,s8) : 0.294971333843
		(s7,s12) : 0.234294829135
		(s8,s3) : 0.0555979643766
		(s8,s7) : 0.294971333843
		(s8,s9) : 0.292419636276
		(s8,s13) : 0.152672062935
		(s9,s4) : 0.0890593729153
		(s9,s8) : 0.290907221019
		(s9,s14) : 0.381479009191
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.202003378409
		(s10,s11) : 0.45936763865
		(s10,s15) : 0.538628982942
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.338143691045
		(s11,s10) : 0.45736104612
		(s11,s12) : 0.753092332741
		(s11,s16) : 0.191436529786
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.234736957143
		(s12,s11) : 0.752152900297
		(s12,s13) : 0.756284449222
		(s12,s17) : 0.28413726795
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.154184478191
		(s13,s12) : 0.756284449222
		(s13,s14) : 0.461441415443
		(s13,s18) : 0.366978290738
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.379966593935
		(s14,s13) : 0.463952162731
		(s14,s19) : 0.356081243334
		(s15,s10) : 0.538914111543
		(s15,s16) : 0.343914760374
		(s15,s20) : 0.194714222568
		(s16,s11) : 0.191648705621
		(s16,s15) : 0.344199888975
		(s16,s17) : 0.418363025161
		(s17,s12) : 0.283639963514
		(s17,s16) : 0.418860329598
		(s17,s18) : 0.409372657075
		(s18,s13) : 0.365979958706
		(s18,s17) : 0.409372657075
		(s18,s19) : 0.249103704052
		(s18,s23) : 0.0867383512545
		(s19,s14) : 0.357079575366
		(s19,s18) : 0.24810537202
		(s19,s24) : 0.107975871314
		(s20,s15) : 0.194714222568
		(s20,s21) : 0.194714222568
		(s21,s20) : 0.194714222568
		(s21,s22) : 0.194714222568
		(s22,s21) : 0.194714222568
		(s22,s23) : 0.194714222568
		(s23,s18) : 0.0867383512545
		(s23,s22) : 0.194714222568
		(s23,s24) : 0.107975871314
		(s24,s19) : 0.107975871314
		(s24,s23) : 0.107975871314
raeke	8	
		(s1,s2) : 0.144657337292
		(s1,s6) : 0.144657337292
		(s2,s1) : 0.144657337292
		(s2,s3) : 0.144657337292
		(s3,s2) : 0.144657337292
		(s3,s4) : 0.0890593729153
		(s3,s8) : 0.0555979643766
		(s4,s3) : 0.0890593729153
		(s4,s9) : 0.0890593729153
		(s5,s6) : 0.202003378409
		(s5,s10) : 0.203724842337
		(s6,s1) : 0.144657337292
		(s6,s5) : 0.203724842337
		(s6,s7) : 0.289173082238
		(s6,s11) : 0.336864355124
		(s7,s6) : 0.289615210245
		(s7,s8) : 0.294971333843
		(s7,s12) : 0.234294829135
		(s8,s3) : 0.0555979643766
		(s8,s7) : 0.294971333843
		(s8,s9) : 0.292419636276
		(s8,s13) : 0.152672062935
		(s9,s4) : 0.0890593729153
		(s9,s8) : 0.290907221019
		(s9,s14) : 0.381479009191
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.202003378409
		(s10,s11) : 0.45936763865
		(s10,s15) : 0.538628982942
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.338143691045
		(s11,s10) : 0.45736104612
		(s11,s12) : 0.753092332741
		(s11,s16) : 0.191436529786
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.234736957143
		(s12,s11) : 0.752152900297
		(s12,s13) : 0.756284449222
		(s12,s17) : 0.28413726795
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.154184478191
		(s13,s12) : 0.756284449222
		(s13,s14) : 0.461441415443
		(s13,s18) : 0.366978290738
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.379966593935
		(s14,s13) : 0.463952162731
		(s14,s19) : 0.356081243334
		(s15,s10) : 0.538914111543
		(s15,s16) : 0.343914760374
		(s15,s20) : 0.194714222568
		(s16,s11) : 0.191648705621
		(s16,s15) : 0.344199888975
		(s16,s17) : 0.418363025161
		(s17,s12) : 0.283639963514
		(s17,s16) : 0.418860329598
		(s17,s18) : 0.409372657075
		(s18,s13) : 0.365979958706
		(s18,s17) : 0.409372657075
		(s18,s19) : 0.249103704052
		(s18,s23) : 0.0867383512545
		(s19,s14) : 0.357079575366
		(s19,s18) : 0.24810537202
		(s19,s24) : 0.107975871314
		(s20,s15) : 0.194714222568
		(s20,s21) : 0.194714222568
		(s21,s20) : 0.194714222568
		(s21,s22) : 0.194714222568
		(s22,s21) : 0.194714222568
		(s22,s23) : 0.194714222568
		(s23,s18) : 0.0867383512545
		(s23,s22) : 0.194714222568
		(s23,s24) : 0.107975871314
		(s24,s19) : 0.107975871314
		(s24,s23) : 0.107975871314
raeke	9	
		(s1,s2) : 0.144657337292
		(s1,s6) : 0.144657337292
		(s2,s1) : 0.144657337292
		(s2,s3) : 0.144657337292
		(s3,s2) : 0.144657337292
		(s3,s4) : 0.0890593729153
		(s3,s8) : 0.0555979643766
		(s4,s3) : 0.0890593729153
		(s4,s9) : 0.0890593729153
		(s5,s6) : 0.202003378409
		(s5,s10) : 0.203724842337
		(s6,s1) : 0.144657337292
		(s6,s5) : 0.203724842337
		(s6,s7) : 0.289173082238
		(s6,s11) : 0.336864355124
		(s7,s6) : 0.289615210245
		(s7,s8) : 0.294971333843
		(s7,s12) : 0.234294829135
		(s8,s3) : 0.0555979643766
		(s8,s7) : 0.294971333843
		(s8,s9) : 0.292419636276
		(s8,s13) : 0.152672062935
		(s9,s4) : 0.0890593729153
		(s9,s8) : 0.290907221019
		(s9,s14) : 0.381479009191
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.202003378409
		(s10,s11) : 0.45936763865
		(s10,s15) : 0.538628982942
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.338143691045
		(s11,s10) : 0.45736104612
		(s11,s12) : 0.753092332741
		(s11,s16) : 0.191436529786
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.234736957143
		(s12,s11) : 0.752152900297
		(s12,s13) : 0.756284449222
		(s12,s17) : 0.28413726795
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.154184478191
		(s13,s12) : 0.756284449222
		(s13,s14) : 0.461441415443
		(s13,s18) : 0.366978290738
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.379966593935
		(s14,s13) : 0.463952162731
		(s14,s19) : 0.356081243334
		(s15,s10) : 0.538914111543
		(s15,s16) : 0.343914760374
		(s15,s20) : 0.194714222568
		(s16,s11) : 0.191648705621
		(s16,s15) : 0.344199888975
		(s16,s17) : 0.418363025161
		(s17,s12) : 0.283639963514
		(s17,s16) : 0.418860329598
		(s17,s18) : 0.409372657075
		(s18,s13) : 0.365979958706
		(s18,s17) : 0.409372657075
		(s18,s19) : 0.249103704052
		(s18,s23) : 0.0867383512545
		(s19,s14) : 0.357079575366
		(s19,s18) : 0.24810537202
		(s19,s24) : 0.107975871314
		(s20,s15) : 0.194714222568
		(s20,s21) : 0.194714222568
		(s21,s20) : 0.194714222568
		(s21,s22) : 0.194714222568
		(s22,s21) : 0.194714222568
		(s22,s23) : 0.194714222568
		(s23,s18) : 0.0867383512545
		(s23,s22) : 0.194714222568
		(s23,s24) : 0.107975871314
		(s24,s19) : 0.107975871314
		(s24,s23) : 0.107975871314
semimcfecmp	0	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	1	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	2	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	3	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	4	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	5	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	6	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	7	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	8	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfecmp	9	
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s11) : 1.2
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s10) : 1.2
		(s11,s12) : 1.8
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s11) : 1.8
		(s12,s13) : 1.8
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s12) : 1.8
		(s13,s14) : 1.2
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s13) : 1.2
semimcfksp	0	
		(s5,s6) : 0.3
		(s5,s10) : 0.
		(s6,s5) : 0.
		(s6,s7) : 0.6
		(s6,s11) : 0.6
		(s7,s6) : 0.6
		(s7,s8) : 0.6
		(s7,s12) : 0.6
		(s8,s7) : 0.6
		(s8,s9) : 0.3
		(s8,s13) : 0.6
		(s9,s8) : 0.3
		(s9,s14) : 0.3
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.3
		(s10,s11) : 0.3
		(s10,s15) : 0.6
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.3
		(s11,s10) : 0.6
		(s11,s12) : 0.6
		(s11,s16) : 0.6
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.6
		(s12,s11) : 0.6
		(s12,s13) : 0.6
		(s12,s17) : 0.6
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.6
		(s13,s12) : 0.6
		(s13,s14) : 0.6
		(s13,s18) : 0.3
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.3
		(s14,s13) : 0.6
		(s14,s19) : 0.3
		(s15,s10) : 0.6
		(s15,s16) : 0.6
		(s16,s11) : 0.6
		(s16,s15) : 0.6
		(s16,s17) : 0.6
		(s17,s12) : 0.6
		(s17,s16) : 0.6
		(s17,s18) : 0.6
		(s18,s13) : 0.3
		(s18,s17) : 0.6
		(s18,s19) : 0.3
		(s19,s14) : 0.3
		(s19,s18) : 0.3
semimcfksp	1	
		(s5,s6) : 0.3
		(s5,s10) : 0.
		(s6,s5) : 0.
		(s6,s7) : 0.6
		(s6,s11) : 0.6
		(s7,s6) : 0.6
		(s7,s8) : 0.6
		(s7,s12) : 0.6
		(s8,s7) : 0.6
		(s8,s9) : 0.3
		(s8,s13) : 0.6
		(s9,s8) : 0.3
		(s9,s14) : 0.3
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.3
		(s10,s11) : 0.3
		(s10,s15) : 0.6
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.3
		(s11,s10) : 0.6
		(s11,s12) : 0.6
		(s11,s16) : 0.6
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.6
		(s12,s11) : 0.6
		(s12,s13) : 0.6
		(s12,s17) : 0.6
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.6
		(s13,s12) : 0.6
		(s13,s14) : 0.6
		(s13,s18) : 0.3
		(h4,s14) : 0.012
		(s14,h4) : 0.012
		(s14,s9) : 0.3
		(s14,s13) : 0.6
		(s14,s19) : 0.3
		(s15,s10) : 0.6
		(s15,s16) : 0.6
		(s16,s11) : 0.6
		(s16,s15) : 0.6
		(s16,s17) : 0.6
		(s17,s12) : 0.6
		(s17,s16) : 0.6
		(s17,s18) : 0.6
		(s18,s13) : 0.3
		(s18,s17) : 0.6
		(s18,s19) : 0.3
		(s19,s14) : 0.3
		(s19,s18) : 0.3
semimcfksp	2	
		(s5,s6) : 0.3
		(s5,s10) : 0.
		(s6,s5) : 0.
		(s6,s7) : 0.6
		(s6,s11) : 0.6
		(s7,s6) : 0.6
		(s7,s8) : 0.6
		(s7,s12) : 0.6
		(s8,s7) : 0.6
		(s8,s9) : 0.3
		(s8,s13) : 0.6
		(s9,s8) : 0.3
		(s9,s14) : 0.3
		(h0,s10) : 0.012
		(s10,h0) : 0.012
		(s10,s5) : 0.3
		(s10,s11) : 0.3
		(s10,s15) : 0.6
		(h1,s11) : 0.012
		(s11,h1) : 0.012
		(s11,s6) : 0.3
		(s11,s10) : 0.6
		(s11,s12) : 0.6
		(s11,s16) : 0.6
		(h2,s12) : 0.012
		(s12,h2) : 0.012
		(s12,s7) : 0.6
		(s12,s11) : 0.6
		(s12,s13) : 0.6
		(s12,s17) : 0.6
		(h3,s13) : 0.012
		(s13,h3) : 0.012
		(s13,s8) : 0.6
		(s13,s12) : 0.6
